EngagementID,CustomerID,ProductID,Date,Views,Clicks,Likes,Duration,CampaignID,Converted
E02163,C1292,P001,2023-04-09,14,1,1,550,CAMP_006,0
E02164,C1421,P012,2023-04-09,8,0,0,34,CAMP_011,0
E02165,C1344,P013,2023-04-09,10,4,1,96,CAMP_017,0
E02166,C1544,P002,2023-04-09,3,4,0,196,CAMP_004,0
E02167,C1473,P028,2023-04-09,14,0,0,264,CAMP_019,0
E02168,C1801,P027,2023-04-09,11,5,1,405,CAMP_005,0
E02169,C1500,P029,2023-04-09,6,0,0,187,CAMP_012,0
E02170,C0898,P009,2023-04-09,4,2,1,149,CAMP_019,0
E02171,C1614,P007,2023-04-10,14,0,0,91,CAMP_001,0
E02172,C0909,P013,2023-04-10,5,1,0,441,CAMP_011,0
E02173,C1264,P022,2023-04-10,10,5,0,540,CAMP_006,1
E02174,C0258,P002,2023-04-10,12,2,1,377,CAMP_004,0
E02175,C1732,P001,2023-04-10,6,2,1,62,CAMP_017,1
E02176,C1996,P018,2023-04-10,2,0,0,556,CAMP_012,0
E02177,C1968,P007,2023-04-10,13,5,0,378,CAMP_010,0
E02178,C1866,P018,2023-04-10,3,0,0,588,CAMP_014,0
E02179,C1667,P019,2023-04-10,8,0,0,60,CAMP_007,0
E02180,C1988,P008,2023-04-10,8,0,0,370,CAMP_011,0
E02181,C0390,P023,2023-04-10,1,1,0,52,CAMP_003,0
E02182,C1367,P012,2023-04-10,10,5,1,556,CAMP_008,1
E02183,C0773,P011,2023-04-10,8,0,0,536,CAMP_020,0
E02184,C0754,P027,2023-04-10,11,0,0,78,CAMP_005,0
E02185,C1411,P030,2023-04-10,2,0,0,94,CAMP_004,0
E02186,C0394,P027,2023-04-10,10,5,1,178,CAMP_013,1
E02187,C0683,P009,2023-04-10,10,0,0,39,CAMP_004,0
E02188,C1683,P028,2023-04-10,13,0,0,156,CAMP_006,0
E02189,C0270,P004,2023-04-10,8,3,0,97,CAMP_002,0
E02190,C0149,P007,2023-04-10,12,0,0,311,CAMP_005,0
E02191,C1404,P017,2023-04-10,10,3,0,33,CAMP_015,0
E02192,C0811,P011,2023-04-10,5,3,0,429,CAMP_008,0
E02193,C0028,P027,2023-04-11,1,0,0,186,CAMP_002,0
E02194,C1173,P002,2023-04-11,8,2,1,196,CAMP_005,0
E02195,C1444,P023,2023-04-11,12,0,0,223,CAMP_009,0
E02196,C0280,P018,2023-04-11,5,1,1,304,CAMP_008,0
E02197,C1206,P022,2023-04-11,1,2,0,206,CAMP_014,0
E02198,C0166,P029,2023-04-11,4,0,0,457,CAMP_016,0
E02199,C0017,P026,2023-04-11,13,0,0,190,CAMP_002,0
E02200,C1174,P012,2023-04-11,1,2,0,63,CAMP_003,0
E02201,C0339,P009,2023-04-11,13,2,0,174,CAMP_004,0
E02202,C1069,P011,2023-04-11,9,0,0,445,CAMP_015,0
E02203,C1526,P005,2023-04-11,10,2,1,539,CAMP_005,0
E02204,C0842,P026,2023-04-11,2,2,0,265,CAMP_015,1
E02205,C0189,P007,2023-04-11,8,5,0,307,CAMP_018,0
E02206,C0651,P029,2023-04-11,4,5,1,145,CAMP_013,0
E02207,C1085,P001,2023-04-11,9,3,1,486,CAMP_011,0
E02208,C0294,P024,2023-04-11,2,1,1,123,CAMP_010,1
E02209,C1858,P025,2023-04-11,12,2,1,366,CAMP_004,0
E02210,C1057,P029,2023-04-11,3,0,0,432,CAMP_020,0
E02211,C1323,P005,2023-04-11,2,3,0,326,CAMP_005,0
E02212,C0415,P006,2023-04-11,10,0,0,196,CAMP_001,0
E02213,C1648,P013,2023-04-11,14,0,0,275,CAMP_013,0
E02214,C0803,P011,2023-04-11,5,3,1,556,CAMP_014,1
E02215,C1573,P008,2023-04-12,11,0,0,51,CAMP_016,0
E02216,C0431,P020,2023-04-12,1,4,0,97,CAMP_013,1
E02217,C1519,P002,2023-04-12,12,3,1,294,CAMP_015,1
E02218,C1124,P015,2023-04-12,3,5,0,164,CAMP_009,0
E02219,C1047,P010,2023-04-12,1,0,0,303,CAMP_003,0
E02220,C1444,P008,2023-04-12,10,0,0,546,CAMP_002,0
E02221,C1448,P002,2023-04-12,14,1,0,303,CAMP_012,0
E02222,C0487,P021,2023-04-12,8,4,0,68,CAMP_018,0
E02223,C1754,P015,2023-04-12,12,0,0,475,CAMP_004,0
E02224,C0089,P029,2023-04-12,4,5,0,528,CAMP_020,0
E02225,C1233,P006,2023-04-12,3,5,0,205,CAMP_015,1
E02226,C0271,P005,2023-04-12,8,0,0,306,CAMP_001,0
E02227,C1957,P022,2023-04-12,13,0,0,211,CAMP_008,0
E02228,C1773,P022,2023-04-12,9,5,0,444,CAMP_017,0
E02229,C0900,P003,2023-04-12,8,3,0,301,CAMP_005,0
E02230,C1430,P011,2023-04-12,6,0,0,490,CAMP_007,0
E02231,C1745,P011,2023-04-12,14,3,1,292,CAMP_003,0
E02232,C0278,P016,2023-04-12,3,0,0,228,CAMP_006,0
E02233,C0206,P003,2023-04-12,8,0,0,299,CAMP_013,0
E02234,C1614,P009,2023-04-12,13,0,0,573,CAMP_016,0
E02235,C0913,P003,2023-04-12,5,5,1,511,CAMP_017,0
E02236,C0328,P019,2023-04-12,5,3,1,518,CAMP_006,0
E02237,C1634,P011,2023-04-13,12,5,1,399,CAMP_005,0
E02238,C0858,P014,2023-04-13,9,0,0,68,CAMP_018,0
E02239,C0877,P002,2023-04-13,1,0,0,66,CAMP_004,0
E02240,C0862,P007,2023-04-13,7,5,0,46,CAMP_012,0
E02241,C0336,P010,2023-04-13,8,0,0,476,CAMP_016,0
E02242,C0606,P010,2023-04-13,11,0,0,135,CAMP_011,0
E02243,C0592,P020,2023-04-13,10,5,1,472,CAMP_011,0
E02244,C1062,P001,2023-04-13,3,3,0,346,CAMP_006,0
E02245,C1014,P006,2023-04-13,8,4,0,194,CAMP_016,0
E02246,C1944,P021,2023-04-13,1,3,0,61,CAMP_006,0
E02247,C1252,P014,2023-04-13,8,0,0,353,CAMP_009,0
E02248,C1507,P027,2023-04-13,7,0,0,423,CAMP_018,0
E02249,C1158,P002,2023-04-13,4,3,1,325,CAMP_001,0
E02250,C0708,P006,2023-04-13,11,3,1,155,CAMP_018,0
E02251,C0978,P001,2023-04-13,7,5,1,385,CAMP_019,0
E02252,C1414,P003,2023-04-13,10,0,0,214,CAMP_009,0
E02253,C1818,P004,2023-04-13,14,0,0,467,CAMP_014,0
E02254,C1637,P013,2023-04-13,11,0,0,240,CAMP_012,0
E02255,C0425,P003,2023-04-13,7,0,0,277,CAMP_010,0
E02256,C0587,P015,2023-04-13,13,1,0,367,CAMP_009,0
E02257,C0806,P013,2023-04-13,10,0,0,498,CAMP_012,0
E02258,C1534,P022,2023-04-13,13,0,0,49,CAMP_005,0
E02259,C0720,P011,2023-04-14,12,1,0,201,CAMP_019,1
E02260,C1619,P004,2023-04-14,1,0,0,284,CAMP_010,0
E02261,C1451,P030,2023-04-14,3,2,0,365,CAMP_002,0
E02262,C0949,P017,2023-04-14,7,0,0,164,CAMP_006,0
E02263,C0655,P005,2023-04-14,11,0,0,528,CAMP_005,0
E02264,C0474,P021,2023-04-14,13,0,0,200,CAMP_001,0
E02265,C0568,P025,2023-04-14,5,0,0,86,CAMP_018,0
E02266,C1385,P024,2023-04-14,9,3,0,64,CAMP_015,0
E02267,C1976,P008,2023-04-14,7,0,0,490,CAMP_002,0
E02268,C1823,P021,2023-04-14,3,2,1,148,CAMP_015,0
E02269,C0211,P024,2023-04-14,1,0,0,410,CAMP_011,0
E02270,C1977,P030,2023-04-14,5,3,0,239,CAMP_013,0
E02271,C1203,P010,2023-04-14,14,0,0,331,CAMP_020,0
E02272,C1944,P007,2023-04-14,13,1,1,76,CAMP_015,1
E02273,C1082,P017,2023-04-14,10,4,1,107,CAMP_010,0
E02274,C1097,P028,2023-04-14,13,1,0,123,CAMP_017,1
E02275,C0215,P007,2023-04-14,5,0,0,425,CAMP_005,0
E02276,C0900,P027,2023-04-14,7,1,1,22,CAMP_001,0
E02277,C1802,P024,2023-04-14,14,5,1,231,CAMP_019,0
E02278,C1983,P019,2023-04-14,1,1,0,432,CAMP_012,0
E02279,C1097,P009,2023-04-14,10,1,0,30,CAMP_007,1
E02280,C0467,P024,2023-04-14,2,5,1,505,CAMP_002,0
E02281,C1295,P002,2023-04-15,11,0,0,224,CAMP_015,0
E02282,C1523,P022,2023-04-15,6,3,1,153,CAMP_020,0
E02283,C0354,P020,2023-04-15,8,0,0,499,CAMP_013,0
E02284,C1258,P019,2023-04-15,4,4,0,349,CAMP_007,0
E02285,C1343,P027,2023-04-15,3,3,1,121,CAMP_014,1
E02286,C1043,P006,2023-04-15,3,0,0,391,CAMP_020,0
E02287,C0625,P010,2023-04-15,3,1,1,87,CAMP_016,0
E02288,C1599,P013,2023-04-15,2,4,0,95,CAMP_009,0
E02289,C0372,P025,2023-04-15,1,3,1,370,CAMP_019,0
E02290,C0184,P002,2023-04-15,5,4,0,493,CAMP_005,0
E02291,C1301,P010,2023-04-15,10,0,0,483,CAMP_010,0
E02292,C0674,P010,2023-04-15,5,0,0,85,CAMP_008,0
E02293,C0755,P026,2023-04-15,5,0,0,40,CAMP_014,0
E02294,C1169,P005,2023-04-15,4,3,0,369,CAMP_011,0
E02295,C1682,P022,2023-04-15,3,3,0,333,CAMP_001,0
E02296,C1105,P004,2023-04-15,12,5,0,177,CAMP_010,1
E02297,C0322,P023,2023-04-15,3,0,0,292,CAMP_002,0
E02298,C0435,P002,2023-04-15,2,0,0,229,CAMP_007,0
E02299,C1857,P007,2023-04-15,5,2,0,281,CAMP_017,1
E02300,C1067,P018,2023-04-15,4,0,0,376,CAMP_005,0
E02301,C1337,P017,2023-04-15,6,3,0,122,CAMP_010,1
E02302,C1930,P011,2023-04-15,2,0,0,534,CAMP_005,0
E02303,C0293,P021,2023-04-16,2,1,1,581,CAMP_005,0
E02304,C0688,P018,2023-04-16,8,0,0,373,CAMP_009,0
E02305,C0888,P008,2023-04-16,6,5,1,297,CAMP_011,1
E02306,C0069,P028,2023-04-16,3,0,0,64,CAMP_015,0
E02307,C0056,P028,2023-04-16,5,2,0,252,CAMP_005,0
E02308,C0631,P012,2023-04-16,3,3,0,162,CAMP_017,0
E02309,C1228,P024,2023-04-16,11,1,1,178,CAMP_019,0
E02310,C0420,P001,2023-04-16,2,0,0,118,CAMP_014,0
E02311,C1951,P020,2023-04-16,3,0,0,347,CAMP_002,0
E02312,C0567,P030,2023-04-16,1,2,1,45,CAMP_014,0
E02313,C0550,P025,2023-04-16,14,0,0,349,CAMP_020,0
E02314,C0243,P021,2023-04-16,7,0,0,140,CAMP_004,0
E02315,C1225,P012,2023-04-16,6,2,0,68,CAMP_003,0
E02316,C0748,P027,2023-04-16,5,2,1,500,CAMP_015,0
E02317,C1498,P026,2023-04-16,6,0,0,169,CAMP_016,0
E02318,C0527,P029,2023-04-16,8,0,0,338,CAMP_010,0
E02319,C1680,P006,2023-04-16,3,3,0,567,CAMP_018,0
E02320,C0077,P003,2023-04-16,3,1,1,377,CAMP_019,0
E02321,C1502,P005,2023-04-16,12,4,0,353,CAMP_002,0
E02322,C1845,P014,2023-04-16,5,0,0,321,CAMP_010,0
E02323,C0440,P012,2023-04-16,5,5,1,223,CAMP_002,1
E02324,C1287,P013,2023-04-17,14,0,0,167,CAMP_016,0
E02325,C1209,P013,2023-04-17,11,2,1,173,CAMP_005,1
E02326,C1079,P029,2023-04-17,1,3,1,291,CAMP_004,0
E02327,C1332,P017,2023-04-17,4,2,1,59,CAMP_017,0
E02328,C0516,P024,2023-04-17,9,0,0,139,CAMP_013,0
E02329,C1323,P027,2023-04-17,8,2,0,371,CAMP_012,1
E02330,C1576,P015,2023-04-17,3,0,0,272,CAMP_017,0
E02331,C1254,P006,2023-04-17,5,4,1,164,CAMP_009,0
E02332,C1401,P012,2023-04-17,5,0,0,345,CAMP_020,0
E02333,C1310,P002,2023-04-17,7,1,1,314,CAMP_001,1
E02334,C1162,P004,2023-04-17,8,0,0,55,CAMP_001,0
E02335,C1502,P020,2023-04-17,9,0,0,257,CAMP_002,0
E02336,C0615,P025,2023-04-17,7,5,1,222,CAMP_014,0
E02337,C1031,P025,2023-04-17,2,1,1,419,CAMP_005,0
E02338,C0676,P021,2023-04-17,8,0,0,518,CAMP_001,0
E02339,C1443,P012,2023-04-17,8,5,1,11,CAMP_001,0
E02340,C1496,P003,2023-04-17,11,0,0,329,CAMP_015,0
E02341,C1959,P017,2023-04-17,13,5,1,262,CAMP_001,0
E02342,C0420,P006,2023-04-17,14,0,0,481,CAMP_016,0
E02343,C1901,P024,2023-04-17,2,0,0,98,CAMP_010,0
E02344,C0276,P017,2023-04-17,13,5,1,24,CAMP_005,0
E02345,C1585,P027,2023-04-17,6,0,0,174,CAMP_002,0
E02346,C0608,P017,2023-04-18,13,3,1,436,CAMP_014,0
E02347,C0571,P011,2023-04-18,10,2,0,566,CAMP_011,0
E02348,C1767,P023,2023-04-18,1,3,1,484,CAMP_019,1
E02349,C1713,P007,2023-04-18,11,0,0,428,CAMP_019,0
E02350,C0090,P002,2023-04-18,7,1,0,419,CAMP_019,0
E02351,C0282,P019,2023-04-18,10,0,0,478,CAMP_003,0
E02352,C1572,P002,2023-04-18,2,0,0,446,CAMP_011,0
E02353,C1195,P022,2023-04-18,5,4,0,214,CAMP_020,1
E02354,C0638,P029,2023-04-18,14,0,0,39,CAMP_016,0
E02355,C0811,P013,2023-04-18,7,5,1,531,CAMP_017,0
E02356,C1379,P024,2023-04-18,10,0,0,294,CAMP_020,0
E02357,C1228,P024,2023-04-18,11,5,0,401,CAMP_004,0
E02358,C1313,P016,2023-04-18,9,0,0,446,CAMP_015,0
E02359,C0868,P017,2023-04-18,14,0,0,148,CAMP_011,0
E02360,C0462,P011,2023-04-18,1,0,0,423,CAMP_016,0
E02361,C1633,P009,2023-04-18,9,1,0,557,CAMP_020,0
E02362,C0750,P027,2023-04-18,11,3,1,539,CAMP_004,0
E02363,C1197,P024,2023-04-18,5,4,0,146,CAMP_005,0
E02364,C0301,P009,2023-04-18,6,1,0,399,CAMP_019,0
E02365,C0600,P029,2023-04-18,14,3,1,207,CAMP_016,1
E02366,C1935,P014,2023-04-18,8,0,0,566,CAMP_019,0
E02367,C1887,P013,2023-04-18,11,0,0,415,CAMP_016,0
E02368,C0529,P025,2023-04-19,14,5,1,466,CAMP_001,0
E02369,C0140,P011,2023-04-19,2,1,0,463,CAMP_003,0
E02370,C1790,P012,2023-04-19,12,0,0,96,CAMP_002,0
E02371,C0278,P022,2023-04-19,7,0,0,218,CAMP_010,0
E02372,C0663,P003,2023-04-19,12,3,1,233,CAMP_006,0
E02373,C0511,P001,2023-04-19,4,4,1,262,CAMP_008,0
E02374,C1370,P027,2023-04-19,9,0,0,169,CAMP_006,0
E02375,C1870,P008,2023-04-19,6,0,0,238,CAMP_020,0
E02376,C1164,P026,2023-04-19,7,4,1,204,CAMP_019,1
E02377,C0114,P019,2023-04-19,11,0,0,386,CAMP_016,0
E02378,C0580,P013,2023-04-19,6,0,0,153,CAMP_004,0
E02379,C1531,P007,2023-04-19,11,1,1,139,CAMP_016,1
E02380,C1390,P013,2023-04-19,8,0,0,460,CAMP_009,0
E02381,C0691,P026,2023-04-19,6,2,0,50,CAMP_009,0
E02382,C0637,P006,2023-04-19,7,0,0,23,CAMP_008,0
E02383,C1421,P003,2023-04-19,8,0,0,442,CAMP_005,0
E02384,C1849,P006,2023-04-19,1,3,0,442,CAMP_017,0
E02385,C0823,P028,2023-04-19,10,0,0,548,CAMP_016,0
E02386,C1874,P003,2023-04-19,12,0,0,432,CAMP_018,0
E02387,C0875,P013,2023-04-19,4,0,0,338,CAMP_006,0
E02388,C1948,P013,2023-04-19,6,2,1,531,CAMP_010,0
E02389,C1894,P030,2023-04-19,1,5,1,94,CAMP_020,1
E02390,C1769,P025,2023-04-20,4,0,0,11,CAMP_016,0
E02391,C0940,P013,2023-04-20,6,0,0,216,CAMP_019,0
E02392,C1683,P001,2023-04-20,7,0,0,421,CAMP_008,0
E02393,C0942,P029,2023-04-20,13,1,0,130,CAMP_018,0
E02394,C1135,P008,2023-04-20,6,4,0,466,CAMP_005,0
E02395,C1899,P005,2023-04-20,11,2,1,551,CAMP_013,0
E02396,C0358,P020,2023-04-20,4,0,0,18,CAMP_015,0
E02397,C1262,P017,2023-04-20,12,0,0,321,CAMP_006,0
E02398,C0003,P009,2023-04-20,13,0,0,213,CAMP_002,0
E02399,C1747,P013,2023-04-20,7,4,0,509,CAMP_015,0
E02400,C0404,P025,2023-04-20,10,1,1,154,CAMP_011,0
E02401,C0025,P013,2023-04-20,14,0,0,410,CAMP_005,0
E02402,C1867,P005,2023-04-20,2,0,0,570,CAMP_010,0
E02403,C0509,P014,2023-04-20,6,0,0,492,CAMP_020,0
E02404,C0696,P011,2023-04-20,5,5,1,109,CAMP_020,0
E02405,C1489,P025,2023-04-20,2,3,1,212,CAMP_018,0
E02406,C0061,P026,2023-04-20,9,1,0,217,CAMP_012,0
E02407,C1532,P014,2023-04-20,13,0,0,276,CAMP_017,0
E02408,C0123,P025,2023-04-20,7,2,0,515,CAMP_017,1
E02409,C1521,P007,2023-04-20,14,0,0,259,CAMP_004,0
E02410,C0055,P024,2023-04-20,3,0,0,448,CAMP_019,0
E02411,C1187,P017,2023-04-20,7,5,0,396,CAMP_018,1
E02412,C0974,P004,2023-04-21,11,1,0,471,CAMP_020,0
E02413,C1723,P010,2023-04-21,11,0,0,505,CAMP_010,0
E02414,C1063,P010,2023-04-21,6,1,1,146,CAMP_014,0
E02415,C1721,P015,2023-04-21,7,2,0,589,CAMP_020,0
E02416,C1107,P020,2023-04-21,4,0,0,182,CAMP_013,0
E02417,C1731,P012,2023-04-21,13,0,0,11,CAMP_014,0
E02418,C0546,P009,2023-04-21,13,0,0,128,CAMP_004,0
E02419,C0113,P003,2023-04-21,10,1,1,507,CAMP_004,1
E02420,C0425,P015,2023-04-21,13,0,0,129,CAMP_004,0
E02421,C0918,P012,2023-04-21,8,1,0,386,CAMP_011,0
E02422,C0230,P026,2023-04-21,8,3,1,158,CAMP_001,0
E02423,C1307,P015,2023-04-21,7,2,0,228,CAMP_006,1
E02424,C0917,P026,2023-04-21,13,2,0,192,CAMP_005,0
E02425,C1961,P001,2023-04-21,7,0,0,525,CAMP_005,0
E02426,C1311,P015,2023-04-21,10,0,0,579,CAMP_012,0
E02427,C0155,P011,2023-04-21,13,0,0,207,CAMP_015,0
E02428,C0165,P005,2023-04-21,13,0,0,383,CAMP_006,0
E02429,C0962,P007,2023-04-21,8,1,1,452,CAMP_012,0
E02430,C1206,P012,2023-04-21,1,5,1,35,CAMP_014,0
E02431,C1263,P020,2023-04-21,6,0,0,467,CAMP_011,0
E02432,C0649,P025,2023-04-21,2,0,0,122,CAMP_008,0
E02433,C1363,P006,2023-04-21,1,0,0,238,CAMP_020,0
E02434,C0938,P022,2023-04-22,12,4,1,369,CAMP_007,0
E02435,C0512,P003,2023-04-22,10,0,0,394,CAMP_006,0
E02436,C0932,P010,2023-04-22,7,3,1,450,CAMP_013,0
E02437,C0266,P026,2023-04-22,6,1,0,107,CAMP_006,0
E02438,C0187,P021,2023-04-22,5,1,0,313,CAMP_020,1
E02439,C1064,P026,2023-04-22,5,1,1,30,CAMP_002,0
E02440,C1846,P022,2023-04-22,9,5,1,184,CAMP_011,0
E02441,C1517,P030,2023-04-22,9,1,0,288,CAMP_008,1
E02442,C1703,P004,2023-04-22,12,0,0,217,CAMP_004,0
E02443,C0391,P013,2023-04-22,12,0,0,393,CAMP_007,0
E02444,C1284,P019,2023-04-22,6,0,0,314,CAMP_015,0
E02445,C0655,P005,2023-04-22,13,0,0,364,CAMP_019,0
E02446,C1740,P023,2023-04-22,3,0,0,40,CAMP_010,0
E02447,C0176,P027,2023-04-22,7,1,1,134,CAMP_003,0
E02448,C0774,P022,2023-04-22,4,2,1,440,CAMP_010,0
E02449,C0764,P018,2023-04-22,5,0,0,300,CAMP_019,0
E02450,C1353,P001,2023-04-22,7,0,0,468,CAMP_003,0
E02451,C0931,P021,2023-04-22,12,2,1,43,CAMP_018,1
E02452,C1224,P021,2023-04-22,7,0,0,536,CAMP_005,0
E02453,C0711,P028,2023-04-22,10,5,0,350,CAMP_001,0
E02454,C1220,P016,2023-04-22,8,2,0,346,CAMP_006,0
E02455,C0826,P016,2023-04-22,1,3,1,179,CAMP_007,0
E02456,C0589,P016,2023-04-23,5,3,1,155,CAMP_002,0
E02457,C0531,P028,2023-04-23,12,5,0,559,CAMP_017,1
E02458,C1086,P022,2023-04-23,9,0,0,329,CAMP_003,0
E02459,C1351,P019,2023-04-23,7,1,1,38,CAMP_002,0
E02460,C1930,P016,2023-04-23,11,5,0,383,CAMP_018,0
E02461,C0281,P001,2023-04-23,12,4,1,380,CAMP_014,1
E02462,C1964,P020,2023-04-23,13,0,0,19,CAMP_016,0
E02463,C1786,P020,2023-04-23,2,0,0,425,CAMP_012,0
E02464,C0227,P010,2023-04-23,1,1,1,124,CAMP_018,0
E02465,C0639,P002,2023-04-23,8,3,1,93,CAMP_008,1
E02466,C1082,P014,2023-04-23,9,2,0,592,CAMP_001,0
E02467,C0921,P008,2023-04-23,10,0,0,65,CAMP_003,0
E02468,C0477,P006,2023-04-23,5,2,0,309,CAMP_007,0
E02469,C1400,P028,2023-04-23,14,1,0,231,CAMP_002,0
E02470,C0716,P003,2023-04-23,11,3,1,242,CAMP_016,1
E02471,C0243,P016,2023-04-23,6,1,1,187,CAMP_009,0
E02472,C0367,P017,2023-04-23,2,0,0,83,CAMP_003,0
E02473,C0936,P012,2023-04-23,11,4,1,297,CAMP_019,0
E02474,C1868,P027,2023-04-23,5,1,0,355,CAMP_014,1
E02475,C1524,P019,2023-04-23,12,0,0,62,CAMP_015,0
E02476,C0838,P024,2023-04-23,4,0,0,441,CAMP_016,0
E02477,C1276,P020,2023-04-23,8,3,1,474,CAMP_019,0
E02478,C0906,P003,2023-04-24,8,0,0,127,CAMP_015,0
E02479,C1346,P013,2023-04-24,14,0,0,227,CAMP_014,0
E02480,C0376,P016,2023-04-24,5,1,0,551,CAMP_005,0
E02481,C1433,P011,2023-04-24,11,0,0,291,CAMP_007,0
E02482,C0711,P020,2023-04-24,8,3,0,307,CAMP_003,1
E02483,C1512,P027,2023-04-24,6,4,1,307,CAMP_002,0
E02484,C0343,P016,2023-04-24,10,4,0,48,CAMP_016,0
E02485,C0240,P020,2023-04-24,6,0,0,326,CAMP_002,0
E02486,C0139,P002,2023-04-24,13,0,0,312,CAMP_003,0
E02487,C1146,P004,2023-04-24,13,1,0,189,CAMP_012,0
E02488,C0420,P027,2023-04-24,4,3,0,170,CAMP_001,1
E02489,C1585,P028,2023-04-24,10,0,0,164,CAMP_015,0
E02490,C0304,P025,2023-04-24,12,0,0,166,CAMP_001,0
E02491,C0115,P004,2023-04-24,11,0,0,393,CAMP_001,0
E02492,C0343,P028,2023-04-24,3,4,0,293,CAMP_015,1
E02493,C1275,P017,2023-04-24,9,0,0,460,CAMP_003,0
E02494,C0007,P001,2023-04-24,5,3,0,371,CAMP_014,0
E02495,C0731,P001,2023-04-24,10,0,0,486,CAMP_010,0
E02496,C1613,P030,2023-04-24,10,2,1,153,CAMP_003,0
E02497,C0179,P005,2023-04-24,4,3,1,109,CAMP_020,1
E02498,C1169,P022,2023-04-24,6,4,1,266,CAMP_018,0
E02499,C0416,P012,2023-04-24,14,0,0,347,CAMP_004,0
E02500,C0666,P006,2023-04-25,4,0,0,397,CAMP_017,0
E02501,C1145,P006,2023-04-25,6,0,0,141,CAMP_020,0
E02502,C1148,P025,2023-04-25,10,1,0,413,CAMP_004,0
E02503,C0150,P017,2023-04-25,8,0,0,328,CAMP_015,0
E02504,C0397,P026,2023-04-25,8,4,1,476,CAMP_011,0
E02505,C0381,P022,2023-04-25,12,0,0,125,CAMP_003,0
E02506,C1804,P013,2023-04-25,6,0,0,66,CAMP_007,0
E02507,C0839,P008,2023-04-25,1,0,0,386,CAMP_010,0
E02508,C0001,P024,2023-04-25,13,0,0,285,CAMP_019,0
E02509,C1697,P012,2023-04-25,1,0,0,507,CAMP_020,0
E02510,C0244,P015,2023-04-25,14,0,0,514,CAMP_008,0
E02511,C1911,P019,2023-04-25,3,3,0,175,CAMP_015,0
E02512,C1422,P029,2023-04-25,2,0,0,161,CAMP_013,0
E02513,C1275,P021,2023-04-25,1,0,0,221,CAMP_003,0
E02514,C0879,P026,2023-04-25,1,0,0,289,CAMP_015,0
E02515,C1600,P020,2023-04-25,12,0,0,335,CAMP_010,0
E02516,C1323,P028,2023-04-25,12,1,0,111,CAMP_015,1
E02517,C0760,P017,2023-04-25,12,3,0,392,CAMP_014,0
E02518,C0954,P009,2023-04-25,6,0,0,383,CAMP_009,0
E02519,C1321,P021,2023-04-25,7,3,0,290,CAMP_015,0
E02520,C0977,P018,2023-04-25,8,0,0,489,CAMP_014,0
E02521,C1988,P028,2023-04-25,3,0,0,474,CAMP_015,0
E02522,C1524,P002,2023-04-26,1,4,1,462,CAMP_014,0
E02523,C1139,P011,2023-04-26,5,1,1,282,CAMP_010,0
E02524,C1831,P023,2023-04-26,8,0,0,579,CAMP_012,0
E02525,C0001,P020,2023-04-26,12,2,1,466,CAMP_020,0
E02526,C0553,P017,2023-04-26,11,5,0,523,CAMP_014,0
E02527,C1709,P021,2023-04-26,14,2,0,348,CAMP_015,0
E02528,C1624,P018,2023-04-26,11,1,1,530,CAMP_012,0
E02529,C0482,P015,2023-04-26,4,1,1,132,CAMP_002,0
E02530,C1634,P007,2023-04-26,2,0,0,113,CAMP_019,0
E02531,C0600,P016,2023-04-26,9,4,0,92,CAMP_017,1
E02532,C0763,P025,2023-04-26,12,2,0,118,CAMP_015,0
E02533,C1534,P029,2023-04-26,13,0,0,129,CAMP_010,0
E02534,C0335,P001,2023-04-26,9,0,0,461,CAMP_011,0
E02535,C0465,P028,2023-04-26,3,3,1,237,CAMP_014,0
E02536,C1165,P018,2023-04-26,7,0,0,276,CAMP_009,0
E02537,C0583,P027,2023-04-26,13,0,0,505,CAMP_003,0
E02538,C0137,P022,2023-04-26,1,0,0,226,CAMP_001,0
E02539,C1004,P008,2023-04-26,8,0,0,295,CAMP_006,0
E02540,C1983,P007,2023-04-26,8,0,0,380,CAMP_006,0
E02541,C1635,P025,2023-04-26,13,3,1,582,CAMP_005,0
E02542,C1687,P030,2023-04-26,3,0,0,183,CAMP_004,0
E02543,C0950,P002,2023-04-26,12,0,0,283,CAMP_003,0
E02544,C0687,P012,2023-04-27,5,0,0,490,CAMP_013,0
E02545,C0167,P016,2023-04-27,4,3,1,68,CAMP_004,0
E02546,C1367,P009,2023-04-27,7,5,0,428,CAMP_007,0
E02547,C1434,P020,2023-04-27,11,0,0,415,CAMP_019,0
E02548,C1793,P011,2023-04-27,7,3,1,379,CAMP_011,0
E02549,C0910,P015,2023-04-27,11,1,0,224,CAMP_010,0
E02550,C1760,P003,2023-04-27,8,0,0,316,CAMP_019,0
E02551,C0880,P023,2023-04-27,5,4,1,74,CAMP_019,0
E02552,C0842,P021,2023-04-27,13,2,1,408,CAMP_005,0
E02553,C0065,P013,2023-04-27,11,0,0,421,CAMP_001,0
E02554,C1605,P021,2023-04-27,5,0,0,261,CAMP_011,0
E02555,C1091,P028,2023-04-27,8,0,0,307,CAMP_013,0
E02556,C0433,P013,2023-04-27,5,0,0,157,CAMP_008,0
E02557,C1074,P002,2023-04-27,13,3,1,237,CAMP_016,1
E02558,C1338,P006,2023-04-27,14,0,0,206,CAMP_009,0
E02559,C1333,P006,2023-04-27,13,1,0,252,CAMP_004,0
E02560,C1627,P012,2023-04-27,1,1,1,180,CAMP_019,1
